Intensity    Wavelength (Å)    Spectrum  Reference
  200          4543.948        Sm II     K35                 
    7          4544.607        Cr I      K53                 
   90          4544.687        Ti I      F91                 
  130          4545.052        Ar II     N73                 
   30          4545.395        V  I      DA78                
   30          4545.946        Cr I      K53                 
   30          4546.82         Nb I      MCS75               
  120          4548.763        Ti I      F91                 
   20          4550.41         Os I      MCS75               
   25          4552.42         Pt I      MCS75               
  120          4552.453        Ti I      F91                 
   30          4552.85         Tc I      BMC67               
   60          4553.008        Zr I      J98                 
 1000   P      4554.033        Ba II     KL99                
  500          4554.514        Ru I      K59                 
   60          4555.124        Zr I      J98                 
   15   P,c    4555.28         Cs I      K62b                
   90          4555.483        Ti I      F91                 
  120          4555.8127       Th I      PE83                
   70   h      4556.61         Kr II     DHM33               
   40          4557.05         Tc I      BMC67               
  500          4557.78         Te II     HM64                
  300          4559.67         Nd I      MCS75               
  200          4560.283        Ce II     C73                 
   25          4560.716        V  I      DA78                
  600   P      4562.358        Ce II     C73                 
    5   h      4563.95         Yb I      MT78                
    7          4564.405        Ar II     N73                 
   25          4564.53         Nb I      MCS75               
   80          4564.54         Tc I      BMC67               
  110          4565.94         Hf I      MCS75               
  200          4567.91         La I      MCS75               
  100          4569.057        Ne II     P71                 
  300          4570.02         La I      MCS75               
  110          4570.9722       Th I      PE83                
    5          4571.096        Mg I      KM91a               
  200          4571.77         Rb II     R75                 
  300          4572.281        Ce II     C73                 
   12   P      4572.664        Be I      KM97                
   40          4573.08         Nb I      MCS75               
  130          4574.31         Ta I      MCS75               
  150   r      4575.27         Pm I      RD67                
  140          4575.513        Zr I      J98                 
 1000   P,l    4575.590        Am II     FT57                
   40   P      4576.209        Yb I      MT78                
   40          4577.178        V  I      DA78                
  250          4577.209        Kr II     HP70a               
  150          4577.72         Rn I      R33                 
   25          4577.775        Dy I      NG00                
   40          4578.45         Tc I      BMC67               
   40          4578.69         Tb II     MCS75               
   50          4579.051        Pb II     WRSH74              
  130          4579.350        Ar II     N73                 
   20          4580.045        Cr I      K53                 
   50          4580.403        V  I      DA78                
   90          4581.29         Gd I      MCS75               
  200          4581.581        Sm I      K35                 
   30          4581.62         Nb I      MCS75               
  300          4581.729        Sm I      K35                 
   50          4582.27         Pb II     WRSH74              
   11          4582.355        Yb I      MT78                
  100          4582.978        Kr II     HP70a               
   90          4583.07         Gd I      MCS75               
  150          4584.440        Ru I      K59                 
   70          4586.370        V  I      DA78                
  200          4586.62         Nd I      MCS75               
  110   P      4588.04         P  II     M59                 
    4          4589.211        Yb I      MT78                
  130   P      4589.364        Dy I      NG00                
  110   P      4589.86         P  II     M59                 
  130          4589.898        Ar II     N73                 
    8          4590.834        Yb I      MT78                
  300          4590.972        O  II     MKM93               
   20          4591.405        Cr I      K53                 
   50   h      4592.80         Kr II     DHM33               
    8   P,c    4593.17         Cs I      K62b                
  200   s      4593.307        Am II     FT57                
   40          4593.35         Tc I      BMC67               
  250          4593.924        Ce II     C73                 
 1000   P      4594.03         Eu I      MCS75               
  110          4594.119        V  I      DA78                
  130          4595.4206       Th I      PE83                
  250          4596.175        O  II     MKM93               
   13          4596.528        Y  I      P77                 
  100          4597.55         Pm I      RD67                
  250   d      4598.80         Hf I      MCS75               
   90          4598.90         Gd I      MCS75               
   25          4599.017        Tm I      SMC73               
  100   r      4600.25         Pm I      RD67                
   25          4600.745        Cr I      K53                 
  300   s      4601.43         Pa II     BW92b               
   30          4601.48         N  II     M75a                
  130   P      4602.08         P  II     M59                 
   15   P      4602.831        Li I      REB95               
   30*  P      4602.898        Li I      REB95               
   30*         4602.902        Li I      REB95               
 1000   P      4603.79         Cs II     S81                 
  200          4603.82         Nd I      MCS75               
  300          4605.45         Ac II     MFT57               
  200   r      4605.66         Pm I      RD67                
   70   P      4606.606        Er I      M64b                
   80          4606.77         Nb I      MCS75               
   20          4607.16         N  II     M75a                
 1000   P      4607.33         Sr I      MCS75               
   80   h      4607.512        Au I      ED71                
 1000   P      4608.40         Cm I      WHGC76              
  250          4608.45         K  II     D26                 
  150          4609.38         Rn I      R33                 
  200   P      4609.567        Ar II     N73                 
  100   r      4609.85         Pm I      RD67                
  200          4609.87         Nd I      MCS75               
   12          4609.874        Mo I      WB88                
   60          4612.258        Dy I      NG00                
   12          4613.36         Cr I      K53                 
  300   P      4613.93         Ac I      MFT57               
  110          4614.50         Gd I      MCS75               
  150          4615.292        Kr II     HP70a               
   30          4615.94         Tm II     MCS75               
   30          4616.120        Cr I      K53                 
   40   c      4616.17         Cs II     S81                 
   40          4616.86         Tc I      BMC67               
  150   r      4617.02         Pm I      RD67                
  120          4617.268        Ti I      F91                 
  300   P      4619.166        Kr II     HP70a               
  100          4619.51         Ta I      MCS75               
  100   r      4619.75         Pm I      RD67                
   20          4619.777        V  I      DA78                
   50          4620.0361       Ag II     KLLT02              
   14   c      4620.14         In II     PC38                
  100          4620.86         Hf I      MCS75               
   20          4621.39         N  II     M75a                
  100          4621.57         Pm I      RD67                
   20          4621.721        Si II     S61b                
  600   P      4621.94         Nd I      MCS75               
   30   c      4622.42         Rb II     R75                 
   60          4623.097        Ti I      F91                 
  200   r      4623.68         Pm I      RD67                
  100          4624.41         Pm I      RD67                
  200   r      4625.29         Pm I      RD67                
   30          4626.181        Cr I      K53                 
   15          4626.464        Mo I      WB88                
  900   P      4627.22         Eu I      MCS75               
  200          4627.98         Nd I      MCS75               
  500          4628.157        Ce II     C73                 
  300          4628.19         Pa I      BW92b               
   25          4629.336        Ti I      F91                 
   30          4630.11         Nb I      MCS75               
   40   P      4630.54         N  II     M75a                
   40          4630.57         Tc I      BMC67               
  400          4632.28         Pr I      MCS75               
  500   P      4632.320        Ce I      BWCC91              
  150   r      4633.45         Pm I      RD67                
  250          4633.885        Kr II     HP70a               
  200          4633.982        Zr I      J98                 
 1000   P      4634.24         Nd I      MCS75               
  400          4635.68         Pr I      MCS75               
   90          4636.64         Gd I      MCS75               
   12          4637.233        Ar II     N73                 
  120          4637.50         Tc I      BMC67               
   20   c      4638.16         In II     PC38                
   30          4639.360        Ti I      F91                 
  500   P      4639.55         Pr I      MCS75               
   30          4639.660        Ti I      F91                 
   25          4639.939        Ti I      F91                 
  700   P      4641.10         Nd I      MCS75               
  500          4641.12         Te II     HM64                
  300   P      4641.810        O  II     MKM93               
  400          4641.88         K  I      R56                 
   40          4641.98         Tb II     MCS75               
  200          4642.235        Sm II     K35                 
  400          4642.37         K  I      R56                 
   30          4643.08         N  II     M75a                
  150   r      4643.36         Pm I      RD67                
  200          4643.698        Y  I      P77                 
  100   r      4643.76         Pm I      RD67                
   12   c      4644.58         In II     PC38                
   50   P      4645.31         Tb II     MCS75               
  200          4645.405        Sm I      K35                 
   80          4646.151        Cr I      K53                 
  400          4646.40         Nd I      MCS75               
  100   r      4647.03         Pm I      RD67                
   70          4647.594        Ru I      K59                 
   80          4648.33         Tc I      BMC67               
  110          4648.57         Rb II     R75                 
   30          4648.95         Nb I      MCS75               
   10   l      4649.119        Am I      FT57                
  400   P      4649.135        O  II     MKM93               
  250          4649.491        Sm I      K35                 
  600   P      4649.67         Nd I      MCS75               
  300          4650.509        Ce I      M75c                
  200          4651.12         Cu I      S48                 
   30          4651.285        Cr I      K53                 
   40          4652.155        Cr I      K53                 
  150   r      4653.41         Pm I      RD67                
   10   l      4653.448        Am I      FT57                
   90          4653.54         Gd I      MCS75               
  900   P      4654.37         Te II     HM64                
  400          4654.73         Nd I      MCS75               
   20   c      4655.62         In II     PC38                
   90          4656.468        Ti I      F91                 
   20   w      4656.74         In II     PC38                
  130          4657.901        Ar II     N73                 
  130          4658.02         Lu I      MCS75               
   20   h      4658.319        Y  I      P77                 
  700   P      4658.876        Kr II     HP70a               
   70          4659.87         W  I      MCS75               
   80   c      4660.21         Tc I      BMC67               
  100   r      4660.79         Pm I      RD67                
  300          4661.633        O  II     MKM93               
  800   P      4661.88         Eu I      MCS75               
  500   P,l    4662.790        Am I      FT57                
 1000   P      4663.056        Al II     KM91b               
  150   r      4663.46         Pm I      RD67                
  200          4663.556        Sm I      K35                 
   30          4663.83         Nb I      MCS75               
    2          4664.811        Na I      R56                 
  300   r      4665.19         Pm I      RD67                
   20          4666.24         Nb I      MCS75               
  600          4666.800        Al II     KM91b               
  110          4667.584        Ti I      F91                 
    5   h      4668.477        Ag I      PZ01                
    2          4668.560        Na I      R56                 
   80          4669.30         Tc I      BMC67               
  200          4669.396        Sm II     K35                 
  300          4670.747        Sm I      K35                 
  150   r      4671.23         Pm I      RD67                
   30          4671.651        Li II     HM59                
   10          4671.705        Li II     HM59                
   40          4672.09         Nb I      MCS75               
   20          4673.161        Er I      M64b                
  140   P      4673.329        Be II     J61a                
  200   P      4673.423        Be II     J61a                
  250          4674.599        Sm II     K35                 
  200          4674.848        Y  I      P77                 
   15          4675.03         Rh I      MCS75               
   30          4675.37         Nb I      MCS75               
   50          4675.619        Er II     M64b                
  110          4676.0555       Th I      PE83                
  250          4676.235        O  II     MKM93               
  100   r      4677.92         Pm I      RD67                
   80          4678.056        Li II     HM59                
  150   r      4678.09         Pm I      RD67                
  100   P      4678.149        Cd I      BA56                
   25          4678.290        Li II     HM59                
  500          4678.70         Br II     K40                 
  100   P      4680.1359       Zn I      GL00                
  150          4680.406        Kr II     HP70a               
   70          4680.51         W  I      MCS75               
  200   l      4681.651        Am I      FT57                
  150   P      4681.88         Ta I      MCS75               
  120          4681.908        Ti I      F91                 
   15          4681.920        Tm I      SMC73               
  500   P      4682.28         Ra II     R34a                
  200   r      4682.92         Pm I      RD67                
   90          4683.33         Gd I      MCS75               
  600   P      4683.45         Nd I      MCS75               
  200          4684.04         Nd I      MCS75               
   25   w      4684.8          In II     PC38                
   20          4685.14         Nb I      MCS75               
    4   P,c    4685.3769       He II     MK00b               
    3   P,c    4685.4072       He II     MK00b               
   15*  P,c    4685.7038       He II     MK00b               
   15*  P,c    4685.7044       He II     MK00b               
   12   P,c    4685.8041       He II     MK00b               
 1000          4686.91         Te II     HM64                
  700   P      4687.799        Zr I      J98                 
  500   P      4687.80         Pr I      MCS75               
  150          4688.450        Zr I      J98                 
  250          4688.733        Sm I      K35                 
  200          4690.35         Nd I      MCS75               
   30          4691.301        Kr II     HP70a               
   25          4691.331        Ti I      F91                 
   40          4694.13         S  I      KM93                
  150          4694.33         Gd I      MCS75               
   70          4694.360        Kr II     HP70a               
  800   P      4695.77         Pr I      MCS75               
  500          4696.38         Te II     HM64                
  400          4696.44         Nd I      MCS75               
  100   r      4696.80         Pm I      RD67                
   20          4696.800        Y  I      P77                 
   90          4697.42         Gd I      MCS75               
   12          4698.46         Cr I      K53                 
   25          4698.760        Ti I      F91                 
  400   l      4699.700        Am II     FT57                
   40          4702.41         Tb II     MCS75               
  150          4704.3949       Ne I      SS04                
  500   P      4704.92         Br II     K40                 
  600   P,h    4705.285        Bi II     DLW02               
  250          4705.352        O  II     MKM93               
  200          4705.78         Ac I      MFT57               
  500          4706.53         Te II     HM64                
  100   l      4706.802        Am I      FT57                
   40          4706.92         Tc I      BMC67               
  250          4706.96         Nd I      MCS75               
   20          4707.248        Mo I      WB88                
   10          4708.02         Cr I      K53                 
  120          4708.8594       Ne I      SS04                
  130          4709.482        Ru I      K59                 
  400          4709.52         Pr I      MCS75               
  100          4710.0650       Ne I      SS04                
  500   P      4710.074        Zr I      J98                 
  200          4711.68         Sb II     C66b                
  150          4712.0633       Ne I      SS04                
   30          4713.146        He I      M60a                
    4          4713.38         He I      M60a                
  150          4715.344        Ne I      SS04                
  500   P      4716.097        Sm I      K35                 
  500   P      4716.58         Ac I      MFT57               
   80          4717.77         Tc I      BMC67               
   12          4718.43         Cr I      K53                 
  500   P      4719.02         Nd I      MCS75               
  150   c      4719.28         Tc I      BMC67               
  300   s      4720.16         Ac II     MFT57               
    7          4721.591        Ar II     N73                 
  100          4721.76         Rn I      R33                 
  250   P      4722.1569       Zn I      GL00                
   50          4722.28         Sr I      MCS75               
   70   P,c    4722.527        Bi I      GMV85               
  150          4723.4382       Th I      PE83                
   11          4726.08         Yb II     M67                 
  200   P      4726.868        Ar II     N73                 
  300   r      4728.36         Pm I      RD67                
  500   P      4728.423        Sm I      K35                 
   15          4728.514        Y  I      P77                 
  150   r      4728.68         Pm I      RD67                
   20          4729.209        Sc I      AV77                
  300          4730.267        Bi II     DLW02               
   11          4730.45         Rb II     R75                 
  500   P      4730.67         Pr I      MCS75               
  600   P      4730.78         Se I      RG34                
   25          4731.441        Mo I      WB88                
  250          4731.77         Nd I      MCS75               
   15          4732.053        Ar II     N73                 
   70   P      4733.335        Tm I      SMC73               
   25          4734.109        Sc I      AV77                
   60          4734.152        Xe I      HM33                
  400   P,r    4734.27         Pm I      RD67                
  100          4735.906        Ar II     N73                 
  700   P      4736.69         Pr I      MCS75               
  700          4737.05         Tl II     ES36                
    7          4737.33         Cr I      K53                 
   30          4737.647        Sc I      AV77                
 1000   P      4739.002        Kr II     HP70a               
  400          4739.03         Se I      RG34                
  400          4739.475        Zr I      J98                 
  400          4740.61         Tc I      BMC67               
  150          4740.91         K  I      R56                 
   30          4741.024        Sc I      AV77                
 1000   P      4741.806        Ge II     S63a                
   30          4741.92         Sr I      MCS75               
  300          4742.25         Se I      RG34                
   90          4743.65         Gd I      MCS75               
   50          4743.821        Sc I      AV77                
  250          4744.16         Pr I      MCS75               
  250          4744.35         K  I      R56                 
  150   r      4745.13         Pm I      RD67                
   70   P      4752.53         Tb II     MCS75               
   40          4752.72         Tc I      BMC67               
   50          4752.7320       Ne I      SS04                
   15          4752.790        Y  I      P77                 
  200          4753.93         K  I      R56                 
   40          4754.048        Mn I      CMG64               
   11          4755.30         Rb II     R75                 
   15          4756.09         Cr I      K53                 
   50          4756.8059       U  I      PKE80               
  300          4757.39         K  I      R56                 
  150   r      4757.73         Pm I      RD67                
   50          4757.844        Ru I      K59                 
   40          4758.118        Ti I      F91                 
   70          4758.70         Gd I      MCS75               
  700   P,r    4759.00         Pm I      RD67                
   40          4759.269        Ti I      F91                 
   25          4760.183        Mo I      WB88                
  500   P      4760.27         Sm I      K35                 
   40          4760.978        Y  I      P77                 
   30          4762.376        Mn I      CMG64               
  100          4762.435        Kr II     HP70a               
 1000   P,r    4762.57         Pm I      RD67                
   70          4763.64         Cs II     S81                 
  250   P      4764.865        Ar II     N73                 
 1000   l      4765.40         Bk I      WC78                
  300   P      4765.744        Kr II     HP70a               
   11          4765.856        Mn I      CMG64               
  500          4766.05         Te II     HM64                
   20          4766.426        Mn I      CMG64               
  100          4767.24         Gd I      MCS75               
   25          4768.649        Cl II     RK74                
  150          4771.54         Tc I      BMC67               
  250          4772.313        Zr I      J98                 
  400   P,r    4773.46         Pm I      RD67                
  300   P      4775.95         Rb II     R75                 
   10          4779.354        Sc I      AV77                
  250          4779.46         Nd I      MCS75               
  200   r      4781.29         Pm I      RD67                
   70          4781.318        Cl II     RK74                
    9   h      4781.867        Yb I      MT78                
   60   c      4782.83         Rb II     R75                 
  400          4783.103        Sm I      K35                 
   30          4783.432        Mn I      CMG64               
   20          4784.32         Sr I      MCS75               
  500          4784.87         Te II     HM64                
   60          4784.921        Zr I      J98                 
  500   P      4785.48         Br II     K40                 
  200          4785.864        Sm I      K35                 
  200          4786.49         K  I      R56                 
    9          4786.61         Yb II     M67                 
   60          4786.78         Tb I      MCS75               
   15          4786.875        Y  I      P77                 
   80          4788.363        Li II     HM59                
  100          4788.3968       Ag II     KLLT02              
  100          4788.9258       Ne I      SS04                
   10          4789.324        Cr I      K53                 
  100          4789.93         Es        WLGC74              
   50          4790.2195       Ne I      SS04                
  300          4791.05         K  I      R56                 
   50          4792.583        Au I      ED71                
   15          4792.619        Xe I      HM33                
   25          4793.99         Os I      MCS75               
  600   P      4794.55         Cl II     RK74                
  600   P,r    4798.98         Pm I      RD67                
   20          4799.301        Y  I      P77                 
  250          4799.75         K  I      R56                 
  150   P      4799.912        Cd I      BA56                
  140          4800.50         Hf I      MCS75               
  500   P,r    4801.36         Pm I      RD67                
  100   h      4802.21         Es        WLGC74              
   20          4803.29         N  II     M75a                
  300          4804.35         K  I      R56                 
   70          4805.872        Zr I      J98                 
  200   P      4806.020        Ar II     N73                 
   50          4807.02         Xe I      HM33                
  200   r      4809.54         Pm I      RD67                
  150   P      4810.06         Cl II     RK74                
  400   P      4810.5321       Zn I      GL00                
  100          4811.76         Kr II     DHM33               
  350   P,r    4811.85         Pm I      RD67                
   70   P      4811.88         Sr I      MCS75               
  200          4812.22         Ac II     MFT57               
 1000   P      4814.608        Ge II     S63a                
  200          4815.630        Zr I      J98                 
  500   P      4816.68         Br II     K40                 
   14          4819.249        Mo I      WB88                
   90          4819.471        Cl II     RK74                
  300          4820.34         Pa I      BW92b               
   25          4820.410        Ti I      F91                 
  400          4820.74         Tc I      BMC67               
   70          4821.69         Gd I      MCS75               
  300          4822.547        Ce I      M75c                
   40          4823.528        Mn I      CMG64               
   80          4824.288        Zr I      J98                 
  100          4825.18         Kr II     DHM33               
 1000   P      4825.91         Ra I      R34b                
  500          4827.14         Te II     HM64                
  100          4827.338        Ne I      SS04                
   40          4828.159        Be II     J61a                
  300          4829.23         K  II     D26                 
   40          4829.71         Xe I      HM33                
  250          4830.19         Cs II     S81                 
   14          4830.513        Mo I      WB88                
  800          4831.28         Te II     HM64                
  250   P      4832.077        Kr II     HP70a               
   60          4832.08         Sr I      MCS75               
   40          4834.37         Tc I      BMC67               
   40          4835.39         Tc I      BMC67               
  350   P,r    4837.66         Pm I      RD67                
   80          4839.866        Y  I      P77                 
   60          4840.873        Ti I      F91                 
  600   P      4841.701        Sm I      K35                 
  800          4842.90         Te II     HM64                
   30          4843.29         Xe I      HM33                
   90          4843.81         W  I      MCS75               
  700   P      4844.33         Xe II     HP87                
  800          4844.941        Se II     G62                 
   60          4845.668        Y  I      P77                 
  250   P      4846.612        Kr II     HP70a               
  400          4847.774        Ce I      M75c                
   50          4847.810        Ar II     N73                 
  300          4849.86         K  I      R56                 
   60          4851.362        Zr I      J98                 
   25          4851.489        V  I      DA78                
   40          4852.682        Y  I      P77                 
  800   P      4853.59         Tc I      BMC67               
  300          4854.861        Y  II     NJK91               
   40          4856.010        Ti I      F91                 
  300          4856.09         K  I      R56                 
   50          4857.20         Kr II     DHM33               
   30          4859.841        Y  I      P77                 
  700   P,r    4860.74         Pm I      RD67                
   30   P      4861.2786       H  I      MK00a               
   10   P      4861.2870       H  I      MK00a               
   60   P      4861.3615       H  I      MK00a               
  300   s      4861.49         Pa I      BW92b               
   70          4863.1724       Th II     PE83                
  300          4863.48         K  I      R56                 
   40          4864.733        V  I      DA78                
  600          4865.12         Te II     HM64                
  300   r      4865.72         Pm I      RD67                
   15          4865.910        Ar II     N73                 
 1000          4866.24         Te II     HM64                
  400          4866.73         Tc I      BMC67               
  400          4866.74         Nd I      MCS75               
   10          4867.62         Eu I      MCS75               
   12          4868.018        Mo I      WB88                
   25          4868.259        Ti I      F91                 
   50          4869.163        Ru I      K59                 
  400          4869.76         K  I      R56                 
  200          4870.04         Cs II     S81                 
   30          4870.127        Ti I      F91                 
    7          4870.79         Cr I      K53                 
  400   l      4872.220        Am II     FT57                
  150   r      4872.42         Pm I      RD67                
   50   P      4872.49         Sr I      MCS75               
    9          4874.10         Ag I      S40                 
   50          4875.486        V  I      DA78                
   30          4876.32         Sr I      MCS75               
  500          4878.132        Ca I      R68                 
    8          4879.53         Pt I      MCS75               
  250   P      4879.864        Ar II     N73                 
   50   c      4880.05         Cs II     S81                 
   15          4881.320        Li II     HM59                
   15          4881.386        Li II     HM59                
    5          4881.490        Li II     HM59                
   60          4881.555        V  I      DA78                
  700   P      4883.682        Y  II     NJK91               
  700   P      4883.81         Nd I      MCS75               
  500   P      4883.971        Sm I      K35                 
  100          4884.9170       Ne I      SS04                
   50          4885.081        Ti I      F91                 
   15   c      4885.59         Rb II     R75                 
    6          4887.013        Cr I      K53                 
  100   r      4887.02         Pm I      RD67                
   25          4889.042        Ar II     N73                 
   40   c,w    4889.14         Re I      MCS75               
  500          4891.07         Nd I      MCS75               
  300          4891.92         Tc I      BMC67               
  350   P,r    4892.52         Pm I      RD67                
  400   P      4896.77         Cl II     RK74                
  500   P      4896.93         Nd I      MCS75               
   50          4899.908        Ti I      F91                 
   90          4899.92         La II     MCS75               
    6          4899.927        Ba II     KL99                
   20          4900.080        Er II     M64b                
  600   P      4900.118        Y  II     NJK91               
  250          4901.53         Nd I      MCS75               
  400          4901.84         Nd I      MCS75               
   40          4903.066        Ru I      K59                 
    7          4904.752        Ar II     N73                 
  250   P      4904.776        Cl II     RK74                
   60          4904.88         Lu I      MCS75               
  300          4906.99         Pr I      MCS75               
   14          4907.18         Eu I      MCS75               
   40          4908.51         Tc I      BMC67               
   80          4909.57         Tc I      BMC67               
  700          4909.734        Cu II     R69                 
  400          4910.400        Sm I      K35                 
   15          4911.40         Eu I      MCS75               
   80   P      4911.6269       Zn II     GL00                
  400          4913.41         Nd I      MCS75               
   40          4913.615        Ti I      F91                 
  400          4914.02         Pr I      MCS75               
   50          4916.51         Xe I      HM33                
  140   P      4917.731        Cl II     RK74                
  250          4918.986        Sm I      K35                 
   60          4919.8157       Th II     PE83                
   50          4920.5029       Fe I      NJLT94              
  110          4920.98         La II     MCS75               
  110          4921.79         La II     MCS75               
   20          4921.931        He I      M60a                
   13          4922.276        Cr I      K53                 
   50          4923.152        Xe I      HM33                
  120   P      4924.0132       Zn II     GL00                
  900   P      4924.53         Nd I      MCS75               
  500   P      4924.60         Pr I      MCS75               
  400          4930.62         Br II     K40                 
  600          4931.698        Cu II     R69                 
  350   P,r    4932.99         Pm I      RD67                
   12          4933.209        Ar II     N73                 
  300   P      4934.077        Ba II     KL99                
   20          4934.115        Er II     M64b                
   40   P      4935.500        Yb I      MT78                
  400          4936.00         Pr I      MCS75               
   30   P      4939.01         Ho I      MZH78               
  800   P      4939.74         Pr I      MCS75               
  400          4940.30         Pr I      MCS75               
  110          4940.376        B  II     O70                 
  300          4942.02         K  I      R56                 
  300          4943.44         Ce I      MCS75               
  110          4943.53         P  II     M59                 
  500   P      4944.83         Nd I      MCS75               
  100          4945.59         Kr II     DHM33               
  500   P      4949.77         La I      MCS75               
  400          4950.82         K  I      R56                 
 1000   P      4951.37         Pr I      MCS75               
  400          4952.85         Cs II     S81                 
  500          4953.724        Cu II     R69                 
  600   P      4954.78         Nd I      MCS75               
  400          4956.15         K  I      R56                 
   14          4957.175        Tm I      SMC73               
   20          4957.347        Dy II     NG00                
  150          4957.5967       Fe I      NJLT94              
  300   h      4958.29         Es        WLGC74              
  500   P,r    4959.46         Pm I      RD67                
  120   P      4962.26         Sr I      MCS75               
   80          4963.98         N  I      M75a                
  400          4965.03         K  I      R56                 
   70          4965.080        Ar II     N73                 
    8          4966.902        Yb I      MT78                
   20   P      4967.94         Sr I      MCS75               
    5          4971.665        Li I      REB95               
   70   l      4971.71         Xe II     H39                 
   10          4971.748        Li I      REB95               
   80          4972.60         Cs II     S81                 
  130          4972.71         Xe II     H39                 
  300          4975.75         Pr I      MCS75               
  250          4976.34         Tc I      BMC67               
    2          4978.541        Na I      R56                 
   25          4979.97         Ho I      MCS75               
  500          4981.35         Tl II     ES36                
  700   P      4981.730        Ti I      F91                 
    5          4982.813        Na I      R56                 
  100          4988.77         Xe II     H39                 
   20   l      4990.786        Am I      FT57                
  600   P      4991.066        Ti I      F91                 
   30   l      4991.17         Xe II     H39                 
   80          4992.024        Ni II     S70                 
   20          4994.36         N  II     M75a                
  400          4994.627        Ce I      BWCC91              
   60          4995.477        Cl II     RK74                
 1000   P,r    4997.10         Pm I      RD67                
   80          4999.47         La II     MCS75               
  500          4999.501        Ti I      F91                
